numero_controle_pncp,srp,objeto_compra,codigo_modalidade,nome_modalidade,compra_judicial
80673411000187-1-000167/2024,False,"Aquisição de medicamentos, através de Dispensa de Licitação, paraatendimento da demandada Gerência deBens Regulares – GEBER e Gerência de Bens Judiciais – GEJUD.",8,Dispensa,True
80673411000187-1-000162/2024,False,"Aquisição de medicamentos, para atendimento da demanda da Gerência de Bens Regulares-GEBER, e das ordens judiciais gerenciadas pela Gerência de Bens Judiciais–GEJUD",8,Dispensa,True
80673411000187-1-000145/2024,False,"Aquisição de medicamentos, através de Licitação de entrega única, para atendimento da demanda de Bens Regulares - GEBER, conforme o planejamento realizado para o ano de 2023, ou das ordens judiciais gerenciados pela Gerência de Bens Judiciais - GEJUD da Secretaria de Estado da Saúde de Santa Catarina – SES/SC.",8,Dispensa,True
44428506000171-1-001073/2024,False,MANDADO  JUDICIAL,8,Dispensa,True
44428506000171-1-000042/2024,False,MANDAD0 JUDICIAL,8,Dispensa,True
56024581000156-1-000165/2024,False,Aquisição emergencial de medicamentos para atendimento judicia;,8,Dispensa,True
46634440000100-1-001494/2024,False,AQUISICAO DE MATERIAL FARMACOLOGICO ATEND. MANDADO JUDICIAL,8,Dispensa,True
46634440000100-1-001313/2024,False,AQUISICAO DE MATERIAL FARMACOLOGICO ATEND. MANDADO JUDICIAL,8,Dispensa,True
46634440000100-1-001309/2024,False,AQUISICAO DE MATERIAL FARMACOLOGICO ATEND. MANDADO JUDICIAL,8,Dispensa,True
46634440000100-1-001308/2024,False,AQUISICAO DE MATERIAL FARMACOLOGICO ATEND. MANDADO JUDICIAL,8,Dispensa,True
46634440000100-1-001307/2024,False,AQUISICAO DE MATERIAL FARMACOLOGICO ATEND. MANDADO JUDICIAL,8,Dispensa,True
46634440000100-1-001273/2024,False,AQUISICAO DE MATERIAL FARMACOLOGICO ATEND. MANDADO JUDICIAL,8,Dispensa,True
46634440000100-1-000199/2024,True,"REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DECORRENTES DE ORDENS JUDICIAIS COM APLICAÇÃO DO COEFICIENTE DE ADEQUAÇÃO DE PREÇO – CAP, DE ACORDO COM AS NORMAS EDITADAS PELO MINISTÉRIO DA SAÚDE, ATRAVÉS DA CÂMARA DE REGULAÇÃO DO MERCADO DE MEDICAMENTOS – CMED, MAIS ESPECIFICAMENTE O PREÇO MÁXIMO DE VENDA AO GOVERNO, PMVG, QUE É A APLICAÇÃO DO CAP AO PREÇO FÁBRICA – PF.",6,Pregão - Eletrônico,True
10465644000109-1-000093/2024,False,"SOLICITAÇÃO DE AQUISIÇÃO DE ITENS LISTADOS, REFERENTE A ORDEM JUDICIAL PARA O PACIENTE ALDEMAR SOUSA BARROS.",8,Dispensa,True
10465644000109-1-000039/2024,False,"SOLICITAÇÃO DE AQUISIÇÃO DOS ITENS LISTADOS, REFERENTE A ORDEM JUDICIAL PARA O PACIENTE JOÃO ALBERTO BEINE.",8,Dispensa,True
10465644000109-1-000006/2024,False,"SOLICITAÇÃO DE AQUISIÇÃO DOS ITENS LISTADOS, REFERENTE A ORDEM JUDICIAL PARA A PACIENTE MARIA DE LURDES CUSTODIO.",8,Dispensa,True
46374500000194-1-004007/2024,False,Aquisição de medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
46596151000155-1-000165/2024,True,"AQUISIÇÃO DE MEDICAMENTO DE AÇÃO JUDICIAL, PARA ATENDER ÀS NECESSIDADES DO MUNICÍPIO DA ESTÂNCIA TURÍSTICA DE OLÍMPIA/SP",6,Pregão - Eletrônico,True
46588950000180-1-000345/2024,True,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER AÇÕES JUDICIAIS. SECRETARIA MUNICIPAL DE SAUDE.,6,Pregão - Eletrônico,True
46634564000187-1-000509/2024,False,AQUISIÇÃO DE MEDICAMENTO JUDICIAL,8,Dispensa,True
45132495000140-1-000475/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
46374500000194-1-002763/2024,False,Aquisição de medicamentos para atendimentos de ações judiciais,6,Pregão - Eletrônico,True
46634101000115-1-000113/2024,True,Registro de preços para possível aquisição de medicamentos para atendimento de ações judiciais,6,Pregão - Eletrônico,True
88572748000100-1-000493/2024,False,Aquisicao de medicamentos 70  30  conforme processo JUDICIAL n  114 1.15.0000521 5 de Adelaide Cecilia Zimmermann Seefeld.,8,Dispensa,True
88572748000100-1-000016/2024,False,Aquisicao de medicamentos 100  Estado conforme processo JUDICIAL n  5001529 872022.8.21.0114  de Fabiana Brito dos Santos de Almeida Steiborn.,8,Dispensa,True
88572748000100-1-000007/2024,False,Aquisicao de medicamentos 70  30  conforme processo JUDICIAL n  9000448 06.2020.8.21.0114 de Norma Kleemann.,8,Dispensa,True
88572748000100-1-000006/2024,False,Aquisicao de medicamentos 70  30  conforme processo JUDICIAL n 114 5.19.0000058 9 de Laura Sofia Caregnato Rollof.,8,Dispensa,True
43465459000173-1-000501/2024,False,"Cumprimento da ordem judicial exarada nos autos do Processo Nº 1000656- 15 .2016 movida por Rosana Martins da Silva Cappi em face ao Município de Amparo . 
Item fracassado nos Pregões 57 e 131/2023.",8,Dispensa,True
45122603000102-1-000428/2024,False,DISPENSA GERADA ATRAVÉS DA REQUISIÇÃO DE SOLICITAÇÃO: 4940/2024 - AQUISIÇÃO DE MEDICAMENTOS E CORRELATOS PARA ATENDIMENTO DE DEMANDA JUDICIAL,8,Dispensa,True
45122603000102-1-000334/2024,False,AQUISIÇÃO DE MEDICAMENTOS PARA ATENDIMENTO DE DEMANDA JUDICIAL,8,Dispensa,True
45122603000102-1-000175/2024,False,DISPENSA GERADA ATRAVÉS DA SOLICITAÇÃO 2041/2024 - DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO DE MEDICAMENTOS PARA ATENDIMENTO DE DEMANDA JUDICIAL,8,Dispensa,True
46374500000194-1-000847/2025,False,Aquisição de Material para atender Ação Judicial,6,Pregão - Eletrônico,True
45352267000186-1-000104/2025,True,Registro de Preços para aquisição de medicamentos para atendimento de Ordens Judiciais,6,Pregão - Eletrônico,True
18428839000190-1-000105/2024,False,",Registro de preços para futuro e eventual fornecimento de medicamentos para atender a demanda de mandados judiciais, em atendimento à Secretaria Municipal de Saúde",6,Pregão - Eletrônico,True
18428839000190-1-000081/2024,False,"Registro de preços para futuro e eventual fornecimento de medicamentos para atender a demanda de mandados judiciais, em atendimento à Secretaria Municipal de Saúde.",6,Pregão - Eletrônico,True
46634507000106-1-000151/2024,False,"Contratação de empresa para aquisição de medicamento visando atender paciente amparado por Ordem Judicial conforme Processo 1005432-25.2021.8.26.0526, a cargo da Secretaria de Saúde.",8,Dispensa,True
83102640000130-1-000153/2024,False,DESPESA REFERENTE A AQUISIÇÃO DE ITENS DE ATENDIMENTO VETERINÁRIO COM RESPONSABILIDADE DA SECRETARIA DA AGRICULTURA E MEIO AMBIENTE. DISPENSA SIMPLIFICADA DEVIDO AO BAIXO VALOR DESTA AQUISIÇÃO E PELA URGÊNCIA DESTA COMPRA PARA QUE OS ATENDIMENTOS DOS MÉDICOS VETERINÁRIOS NÃO SEJAM PREJUDICADOS.,8,Dispensa,True
44855443000130-1-000486/2024,True,"REGISTRO DE PREÇOS para aquisição eventual e futura de forma parcelada do medicamento RIBOCICLIBE 200MG para atender as necessidades do Departamento Municipal de Martinópolis, onde o mesmo tem que atender a ação judicial nº 1001502-83.2023.8.26.0346 da paciente I.A.A.",6,Pregão - Eletrônico,True
44855443000130-1-000330/2024,False,Contratação de empresa para fornecimento de Medicação objeto de ação judicial.,8,Dispensa,True
45132495000140-1-000634/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000557/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000509/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000480/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000474/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000455/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000452/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000425/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000422/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000396/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000391/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000350/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000349/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000347/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000346/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000343/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000341/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000340/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000338/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000330/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000294/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000279/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000266/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000206/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000196/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000177/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000142/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000137/2024,True,EVENTUAL AQUISICAO DE MEDICAMENTOS CONTR OLADOS E ALIMENTOD PARA MANDADOS JUDICIA,6,Pregão - Eletrônico,True
45132495000140-1-000086/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000082/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000079/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
45132495000140-1-000076/2024,False,AQUISICAO MEDICAMENTO / MANDADO JUDICIAL,8,Dispensa,True
46374500000194-1-001766/2024,False,Aquisição de medicamentos para atendimento de demanda judicial,6,Pregão - Eletrônico,True
10465644000109-1-000171/2023,False,"SOLICITAÇÃO DE AQUISIÇÃO DE MEDICAMENTOS, REFERENTE A ORDEM JUDICIAL PARA O PACIENTE JOÃO ALBERTO BEINE.",8,Dispensa,True
10465644000109-1-000168/2023,False,"SOLICITAÇÃO DE AQUISIÇÃO DE MEDICAMENTO, REFERENTE A ORDEM JUDICIAL PARA A PACIENTE HELIETE DA SILVA SANTOS.",8,Dispensa,True
10465644000109-1-000141/2023,False,"SOLICITAÇÃO DE AQUISIÇÃO DE MEDICAMENTOS, REFERENTE A ORDEM JUDICIAL PARA O PACIENTE ALEXANDRO CAMPOS SANTOS.",8,Dispensa,True
10465644000109-1-000140/2023,False,"SOLICITAÇÃO DE AQUISIÇÃO DE MEDICAMENTOS, REFERENTE A ORDEM JUDICIAL PARA A PACIENTE MARIA VARELA S. BARBOSA.",8,Dispensa,True
10465644000109-1-000195/2022,False,"SOLICITAÇÃO PARA AQUISIÇÃO DE MEDICAMENTOS, REFERENTE À ORDEM JUDICIAL, PARA O PACIENTE RAIMUNDO PIRES COSTA.",8,Dispensa,True
10465644000109-1-000186/2022,False,"SOLICITAÇÃO PARA AQUISIÇÃO DE MEDICAMENTOS, REFERENTE À ORDEM JUDICIAL, PARA O PACIENTE JOÃO ALBERTO BEINE.",8,Dispensa,True
10465644000109-1-000185/2022,False,"SOLICITAÇÃO PARA AQUISIÇÃO DE MEDICAMENTOS, REFERENTE À ORDEM JUDICIAL, PARA  A PACIENTE MARIA JOSÉ TELES.",8,Dispensa,True
10465644000109-1-000168/2022,False,"SOLICITAÇÃO PARA AQUISIÇÃO DE MEDICAMENTOS, REFERENTE À ORDEM JUDICIAL PARA A PACIENTE ALEXANDRINA BARBOSA DE QUEIROZ.",8,Dispensa,True
10465644000109-1-000093/2023,False,"SOLICITAÇÃO DE AQUISIÇÃO DE MEDICAMENTOS, REFERENTE A ORDEM JUDICIAL PARA O PACIENTE MATHEUS COSTA ROCHA.",8,Dispensa,True
10465644000109-1-000081/2023,False,SOLICITAÇÃO DE AQUISIÇÃO DE MEDICAMENTOS REFERENTE A ORDEM JUDICIAL PARA A PACIENTE MARIA JOSÉ TELES.,8,Dispensa,True
36975571000199-1-000198/2023,False,"DESPESA COM AQUISIÇÃO DE MATERIAL FARMACOLÓGICO PARA ATENDER MANDADO DE
SEGURANÇA EM FAVOR DE VALDECI JOSE PEREIRA DA SILVA, CUMPRINDO ORDEM JUDICIAL CONFORME
SENTENÇA (PROCESSO Nº 5026103.19.2019.8.09.0049).",8,Dispensa,True
07954480000179-1-011213/2024,False,DISPENSA DE LICITAÇÃO PARA AQUISICÃO DE MEDICAMENTOS PARA ATENDER DEMANDA JUDICIAL.,8,Dispensa,True
92324706000127-1-000103/2023,False,Aquisicao de medicamentos  solicitados judicialmente e via Protocolo  para diversos pacientes  listados no Item 5 deste termo de referencia. A necessidade de aquisicao se justifica pela essencialidade dos referidos medicamentos para preservacao da saude e da vida dos pacientes e  tambem pela indisponibilidade de entrega por parte do estado  sendo o municipio de Eldorado do Sul responsavel solidario por tal demanda.,8,Dispensa,True
45122603000102-1-000048/2023,True,"REGISTRO DE PREÇOS VISANDO A AQUISIÇÃO DE MEDICAMENTOS CONTROLADOS PARA ATENDIMENTO DE DEMANDAS JUDICIAIS DO MUNICÍPIO DE CATANDUVA/SP, conforme condições, quantidades e exigências estabelecidas no Termo de Referência, Anexo I deste edital.",6,Pregão - Eletrônico,True
46634507000106-1-000181/2023,False,"Contratação de empresa para aquisição de medicamentos para atendimento de pacientes amparados por ordem judicial, a cargo da Secretaria de Saúde.",8,Dispensa,True
04104816000116-1-000132/2024,False,"Abertura de Processo Administrativo com vistas à aquisição de medicamentos para atender o paciente N...DE O..., oriundo de Mandado Judicial, por um período de 6 (seis) meses",8,Dispensa,True
08761124000100-1-000740/2024,True,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS MEDICAMENTOS (demanda judicial),6,Pregão - Eletrônico,True
76017458000115-1-000056/2025,False,"""Contratação emergencial de Medicamentos, Insumos e outros materiais de saúde para o paciente M.L.L., para atender a Demanda Judicial, sobre o processo número 17974/2024, para que o paciente possa receber alta hospitalar e dar continuidade ao seu tratamento no próprio domicílio. Conforme inteiro teor do processo administrativo nº 75897/2025,  da Secretaria Municipal de Saúde, amparo legal: art. 75, inc. VIII da Lei Federal 14.133/21"".",8,Dispensa,True
42498600000171-1-005275/2024,True,"O presente termo de referência tem por objetivo estabelecer as condições para fornecimento do(s) medicamento/insumo(s)
listado(s) no item IV através do Pregão Eletrônico para Registro de Preços, visando suprir as necessidades da Assessoria de
Atendimento às Demandas Judiciais - AADJ da Secretaria de Estado de Saúde do Rio de Janeiro, de acordo com as condições,
quantidades e especificações constantes neste Termo de Referência, nos requisitos da contratação descritos nos Estudos Técnicos
Preliminares realizados com a finalidade de atender a demandas judiciais e no Edital, observando o disposto no Lei Federal
14.133/2021, art. 18, § 1º, I.",6,Pregão - Eletrônico,True
46523239000147-1-000484/2024,False,REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MEDICAMENTOS - DETERMINAÇÃO JUDICIAL,6,Pregão - Eletrônico,True
03517102000177-1-000121/2024,False,CDS/SRI/SES - AQUISIÇÃO DE MEDICAMENTO PARA ATENDER AÇÃO JUDICIAL,8,Dispensa,True
11228564000100-1-000045/2024,False,Aquisição dos medicamentos para atender demanda judicial.,8,Dispensa,True
03517102000177-1-000108/2023,False,"CDS/SRI/SES - AQUISIÇÃO DE MEDICAMENTO PARA ATENDER AÇÃO JUDICIAL
",9,Inexigibilidade,True
03517102000177-1-000087/2023,False,"CDS/SRI/SES - AQUISIÇÃO DE MEDICAMENTO IMPORTADO PARA ATENDER AÇÃO JUDICIAL CONTINUIDADE DE TRATAMENTO

",9,Inexigibilidade,True
07954480000179-1-007633/2024,False,"AQUISIÇÃO DE MEDICAMENTOS (DEMANDA JUDICIAL) - ERIBULINA (MESILATO), 0,5 MG/ML, FRASCO AMPOLA 2ML",8,Dispensa,True
07954480000179-1-003271/2023,True,REGISTRO DE PREÇOS (DEMANDA JUDICIAIS)  - MEDICAMENTOS,6,Pregão - Eletrônico,True
09251115000123-1-000007/2025,True,"na CONTRATAÇÃO DE EMPRESA POR SOLICITAÇÃO DA CENTRAL DE ABASTECIMENTO FARMACÊUTICA - CAF, PARA FORNECIMENTO DE MEDICAMENTOS DO COMPONENTE ESPECIALIZADO DA ASSISTENCIA FARMACEUTICA E OUTROS, VISANDO ATENDER AS DEMANDAS JUDICIAIS DO MUNICÍPIO DO PAULISTA-PE, MEDIANTE SISTEMA DE REGISTRO DE PREÇOS.",6,Pregão - Eletrônico,True
11292440000186-1-000014/2025,True,"Registro de Preços para Contratação de empresa especializada para o fornecimento de medicamentos diversos e insumos destinados ao tratamento de diabetes, conforme determinações judiciais dirigidas ao Fundo Municipal de Saúde do Município de Lauro Müller/SC.",6,Pregão - Eletrônico,True
44723674000190-1-000326/2023,False,Aquisição de medicamentos para atendimento de ações Judiciais.,8,Dispensa,True
46341038000129-1-000928/2024,False,Aquisição de medicamentos e insumos para atender mandado judicial.,8,Dispensa,True
46341038000129-1-000757/2024,False,Fornecimento parcelado de medicamentos para atender mandado judicial.,6,Pregão - Eletrônico,True
46341038000129-1-000258/2024,True,Registro  de  Preços  para  fornecimento  parcelado  de  fraldas  e  insumos  de  enfermagem  para atender mandado judicial.,6,Pregão - Eletrônico,True
46374500000194-1-001865/2025,False,Aquisição de medicamento em atendimento a demanda judicial de pacientes da região do DRS.XV,6,Pregão - Eletrônico,True
46341038000129-1-000215/2024,False,Aquisição de medicamentos para atender mandado judicial.,8,Dispensa,True
46341038000129-1-000198/2024,False,Sol. 254/2023 - DISPENSA DE LICITAÇÃO eletrônica para aquisição de medicamentos para atender mandado judicial.,8,Dispensa,True
46341038000129-1-000136/2024,False,Aquisição de medicamentos e fralda para atender mandados judiciais.,8,Dispensa,True
46341038000129-1-000589/2023,True,Registro de Preços para fornecimento de medicamentos para atender mandado judicial,6,Pregão - Eletrônico,True
46694139000183-1-000729/2023,False,"Aquisição de medicamento: SECUQUINUMABE 75 MG/0,5ML, em atendimento a Ordem Judicial para a paciente: GIOVANA COSTA SANTOS SILVA, Processo: 10094914520228260292.",8,Dispensa,True
46694139000183-1-000728/2023,False,"Aquisição de medicamento: SUCRALFATO 2G/10ML, em atendimento a Ordem Judicial para a paciente: EVERTON EDNALDO DA CRUZ, Processo: 10066184820178260292.",8,Dispensa,True
46694139000183-1-000623/2023,False,"Aquisição do medicamento: TESTOSTERONA 200MG/2ML , em atendimento a ordem judicial, para o paciente ANTONIO CARLOS SANCHES MALUCHES - Processo nº 1000638138260292, conforme termo de referência.",8,Dispensa,True
46694139000183-1-000601/2023,False,"Aquisição do medicamento: EMPAGLIFLOZINA 25 MG , em atendimento a ordem judicial, para o paciente RODRIGO CÉSAR - Processo nº 100444437120238260292, conforme termo de referência.",8,Dispensa,True
46362661000168-1-001300/2024,False,AQUISICAO DE MEDICAMENTOS PARA ATENDIMENTO DE DEMANDA JUDICIAL REFERENTE AOS PROCESSOS DE 1 GIANE RAMOS DE GODOI N 1000879 69.2024.8.26.0318  2  ROSA CERIDORIO LOPES N  0007315 13.2014.8.26.0318  3  LUIS CLAUDIO PEREIRA N  0005252 15.2014.8.26.0318 E MATHEUS GROSSKLAUSS ZANCA N 1004587 06.2019.8.26.0318.,8,Dispensa,True
45279635000108-1-000955/2024,False,[Portal de Compras Públicas] - AQUISIÇÃO DE MATERIAL FARMACOLÓGICO DESTINADO AO CUMPRIMENTO DE DETERMINAÇÃO JUDICIAL - PIRFENIDONA 267 MG,8,Dispensa,True
45279635000108-1-000717/2024,False,[Portal de Compras Públicas] - AQUISIÇÃO DE MATERIAL FARMACOLÓGICO DESTINADO AO CUMPRIMENTO DE DETERMINAÇÃO JUDICIAL - SECRETARIA MUNICIPAL DA SAÚDE.,8,Dispensa,True
45279635000108-1-000158/2024,False,[Portal de Compras Públicas] - AQUISIÇÃO DE MATERIAL FARMACOLÓGICO DESTINADO AO CUMPRIMENTO DE DETERMINAÇÃO JUDICIAL,8,Dispensa,True
82951351000142-1-000321/2024,True,"Registro de preços para futura e eventual aquisição de Medicamentos para atendimento de demandas de ordens judiciais, gerenciadas pela Gerência de Bens Judiciais – GEJUD, da Secretaria de Estado da Saúde de Santa Catarina",6,Pregão - Eletrônico,True
82951351000142-1-000284/2024,True,Aquisição de medicamentos para atendimento da demanda de ordens judiciais para a Secretaria de Estado da Saúde.,6,Pregão - Eletrônico,True
80673411000187-1-000186/2024,False,"Aquisição de medicamentos, para atendimento da demanda da Gerência de Bens Regulares-GEBER, e das ordens judiciais gerenciadas pela Gerência de Bens Judiciais–GEJUD.",8,Dispensa,True
80673411000187-1-000174/2023,False,Aquisição de medicamento para demandas Bens  Judiciais - GEJUD,8,Dispensa,True
82951351000142-1-000192/2024,True,Registro de Preços para futura e eventual aquisição de medicamentos para o atendimento de demandas judiciais.,6,Pregão - Eletrônico,True
82951351000142-1-000171/2024,True,Registro de Preços para futura e eventual aquisição de medicamentos para atendimento da demanda de ordens judiciais da Secretaria de Estado da Saúde.,6,Pregão - Eletrônico,True
80673411000187-1-000244/2023,True,Aquisição de medicamentos para a Diretoria de Assistência Farmacêutica (DIAF) e Gerência de Bens Judiciais (GEJUD),6,Pregão - Eletrônico,True
46374500000194-1-007234/2025,False,Medicamentos Judicial Ampla,6,Pregão - Eletrônico,True
80673411000187-1-000116/2023,False,"Aquisição de Medicamento – Insulina – ORDEM JUDICIAL,  para  Gerência de Bens Judiciais - GEJUD",8,Dispensa,True
18431312000115-1-000208/2023,True,"Futura e eventual aquisição de medicamentos de uso humano (colecalciferol, aristab e outros), que serão utilizados para cumprimento de decisões judiciais, em atendimento à Secretaria Municipal de Saúde de Uberlândia.",6,Pregão - Eletrônico,True
44428506000171-1-001241/2024,False,MANDADO JUDICIAL,8,Dispensa,True
44428506000171-1-000903/2024,False,MANDADO JUDICIAL,8,Dispensa,True
56024581000156-1-000072/2024,False,Aquisição emergencial de medicamentos para atendimento judicial.,8,Dispensa,True
56024581000156-1-000044/2024,False,Aquisição emergencial de medicamentos para atendimento judicial.,8,Dispensa,True
46374500000194-1-000201/2024,False,Aquisição medicamento belzutifano 40 mg para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-000311/2024,False,Aquisição de Medicamentos - demanda judicial.,6,Pregão - Eletrônico,True
46374500000194-1-000516/2024,False,Aquisição de medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-000482/2024,False,Aquisição de Medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-002553/2024,False,Aquisição de Medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-002798/2024,False,Aquisição de Medicamentos para atender ações judiciais.,6,Pregão - Eletrônico,True
46634440000100-1-001103/2024,True,"REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DECORRENTES DE ORDENS JUDICIAIS COM APLICAÇÃO DO COEFICIENTE DE ADEQUAÇÃO DE PREÇO – CAP, DE ACORDO COM AS NORMAS EDITADAS PELO MINISTÉRIO DA SAÚDE, ATRAVÉS DA CÂMARA DE REGULAÇÃO DO MERCADO DE MEDICAMENTOS – CMED, MAIS ESPECIFICAMENTE O PREÇO MÁXIMO DE VENDA AO GOVERNO, PMVG",6,Pregão - Eletrônico,True
46634440000100-1-000941/2024,False,AQUISICAO DE MATERIAL FARMACOLOGICO ATEND. MANDADO JUDICIAL,8,Dispensa,True
46634440000100-1-000198/2024,True,"REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DECORRENTES DE ORDENS JUDICIAIS COM APLICAÇÃO DO COEFICIENTE DE ADEQUAÇÃO DE PREÇO – CAP, DE ACORDO COM AS NORMAS EDITADAS PELO MINISTÉRIO DA SAÚDE, ATRAVÉS DA CÂMARA DE REGULAÇÃO DO MERCADO DE MEDICAMENTOS – CMED, MAIS ESPECIFICAMENTE O PREÇO MÁXIMO DE VENDA AO GOVERNO, PMVG, QUE É A APLICAÇÃO DO CAP AO PREÇO FÁBRICA – PF, NOS TERMOS DA RESOLUÇÃO Nº03, DE 02 DE MARÇO DE 2011 DA SECRETARIA EXECUTIVA – DA CÂMARA DE REGULAÇÃO DO MERCADO DE MEDICAME",6,Pregão - Eletrônico,True
78103884000105-1-000106/2025,True,"Registro de Preço para 01 (um) ano, prorrogável por igual período, para a aquisição de medicamentos para atender ordens judiciais, com distribuição gratuita pela Secretaria Municipal de Saúde do município de Nova Prata do Iguaçu, PR.",6,Pregão - Eletrônico,True
01814099000128-1-000002/2024,True,"O VALOR QUE SE EMPENHA E PARA COBRIR DESPESAS COM AQUISIÇÕES DE MEDICAMENTOS DIVERSOS, DE REFERÊNCIA E GENÉRICOS, PARA DISTRIBUIÇÃO CONFORME OS APRESENTADOS PROCESSOS JUDICIAIS E MANDADO DE SEGURANÇA DO MUNICÍPIO DE GOIATUBA",6,Pregão - Eletrônico,True
45739083000173-1-000523/2024,False,AQUISICAO DE MEDICAMENTOS MANDADO JUDICIAL USO PACIENTE CARLOS ALBERTO RAMACIOTTI,8,Dispensa,True
45739083000173-1-000357/2024,False,"AQUISIÇÃO DE MEDICAMENTOS PARA USO DO PACIENTE , MARIA RAFAELA PAIA -(MANDADO JUDICIAL)",8,Dispensa,True
45739083000173-1-000014/2023,False,AQUISIÇÃO DE MEDICAMENTOS PARA ATENDIMENTO AO MANDADO JUDICIAL REQUERIDO PELA PACIENTE ESLENI APARECIDA PEREIRA,8,Dispensa,True
78103884000105-1-000104/2025,True,"Registro de Preço para 01 (um) ano, prorrogável por igual período, para a aquisição de medica-mentos para atender ordens judiciais, com distribuição gratuita pela Secretaria Municipal de Saúde do município de Nova Prata do Iguaçu, PR.",6,Pregão - Eletrônico,True
88363189000128-1-000294/2023,False,Aquisicao de medicamento conforme Decisao Judicial  Processo 5002183 96.2022.8.21.0139   Alvara Autorizacao 139.23 500427008,8,Dispensa,True
88363189000128-1-000147/2023,False,AQUISICAO DE MEDICAMENTO PARA PACIENTE  CONFORME PROCRESSO JUDICIAL N  5002355 38.2022.8.21.0139 RS EM ANEXO.,8,Dispensa,True
