"https://pncp.gov.br/api/pncp/v1/orgaos/45358249000101/compras/2024/2509/itens/3/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/45358249000101/compras/2024/2509/itens/4/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/45358249000101/compras/2024/2509/itens/8/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/45358249000101/compras/2024/2509/itens/10/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/46177523000109/compras/2024/491/itens/1/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/46177523000109/compras/2024/491/itens/2/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/46177523000109/compras/2024/491/itens/7/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/46177523000109/compras/2024/491/itens/9/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/940/itens/8/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/940/itens/9/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/940/itens/10/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/46634564000187/compras/2024/1350/itens/4/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/46634564000187/compras/2024/1350/itens/5/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/13937149000143/compras/2024/3120/itens/1795163/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/05816630000152/compras/2024/8620/itens/1795678/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/05816630000152/compras/2024/8719/itens/1171429/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/05816630000152/compras/2024/8719/itens/1241737/resultados","HTTP 404 Not Found."
"https://pncp.gov.br/api/pncp/v1/orgaos/05816630000152/compras/2024/8719/itens/1281577/resultados","HTTP 404 Not Found."
https://pncp.gov.br/api/pncp/v1/orgaos/13341961000101/compras/2024/290/itens/1869710/resultados,"HTTP 404 Not Found."
https://pncp.gov.br/api/pncp/v1/orgaos/05816630000152/compras/2024/7993/itens/29661/resultados,"HTTP 404 Not Found."
